,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
3892,011921.OF,富国均衡成长三年持有A,富国基金,招商银行,混合型,20210916,,,20210901,,8.3405,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合全价指数收益率*20%,L,混合型,契约型开放式,,20211116,,O
3893,012944.OF,广发稳睿六个月持有C,广发基金,广发银行,混合型,20210916,,,20210901,,36.6466,0.7,0.15,,1.0,0.0001,,中债-新综合财富(总值)指数收益率*85%+沪深300指数收益率*10%+人民币计价的恒生指数收益率*5%,L,混合型,契约型开放式,,20211215,20220316,O
3894,011732.OF,国投瑞银安睿C,国投瑞银基金,中国农业银行,混合型,20210916,,,20210823,,0.9001,0.6,0.1,,1.0,0.0001,,中债综合指数收益率*75%+沪深300指数收益率*20%+中证港股通综合指数收益率*5%,L,混合型,契约型开放式,,20211018,20211018,O
3895,012943.OF,广发稳睿六个月持有A,广发基金,广发银行,混合型,20210916,,,20210901,,34.4606,0.7,0.15,,1.0,0.0001,,中债-新综合财富(总值)指数收益率*85%+沪深300指数收益率*10%+人民币计价的恒生指数收益率*5%,L,混合型,契约型开放式,,20211215,20220316,O
3896,011731.OF,国投瑞银安睿A,国投瑞银基金,中国农业银行,混合型,20210916,,,20210823,,1.3005,0.6,0.1,,1.0,0.0001,,中债综合指数收益率*75%+沪深300指数收益率*20%+中证港股通综合指数收益率*5%,L,混合型,契约型开放式,,20211018,20211018,O
3897,012101.OF,中金金合,中金基金,江苏银行,债券型,20210916,,,20210615,,2.0106,0.3,0.05,,1.0,0.001,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,20210922,20210922,O
3898,013609.OF,光大保德信中债1-5年金融债D,光大保德信基金,中国邮政储蓄银行,债券型,20210916,,,,,,0.15,0.05,,1.0,,,中债-1-5年政策性金融债指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20210916,20210917,O
3899,011850.OF,天治天享66个月定开,天治基金,兴业银行,债券型,20210916,,,20210616,,40.0008,0.15,0.05,,1.0,0.001,,每个封闭期起始日公布的三年期银行定期存款利率(税后)+0.5%,L,债券型,契约型开放式,,,,O
3900,013197.OF,南方兴锦利一年定开,南方基金,兴业银行,债券型,20210916,,,20210915,,30.1,0.3,0.1,,1.0,,,中债信用债总指数收益率,L,债券型,契约型开放式,,20220916,20220916,O
3901,012498.OF,汇添富中证500基本面增强A,汇添富基金,中国建设银行,股票型,20210916,,,20210615,,1.6645,1.5,0.25,,1.0,0.001,,中证500指数收益率*95%+活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20211018,20211018,O
3902,012499.OF,汇添富中证500基本面增强C,汇添富基金,中国建设银行,股票型,20210916,,,20210615,,1.2327,1.5,0.25,,1.0,0.001,,中证500指数收益率*95%+活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20211018,20211018,O
3903,013585.OF,天弘齐享A,天弘基金,恒丰银行,债券型,20210916,,,20210915,,0.05,0.3,0.1,,1.0,0.001,,中债综合全价指数收益率,L,债券型,契约型开放式,,20211014,20211014,O
3904,510770.SH,G60创新ETF,申万菱信基金,兴业银行,股票型,20210916,,20210928,20210823,,3.1111,0.5,0.1,,1.0,0.1,,上证G60战略新兴产业成份指数收益率,L,被动指数型,契约型开放式,,20210928,20210928,E
3905,011748.OF,华泰柏瑞景气成长A,华泰柏瑞基金,中国银行,混合型,20210915,,,20210806,,3.8671,1.5,0.25,,1.0,0.001,,中证800指数收益率*70%+银行活期存款利率(税后)*20%+中证港股通综合指数(人民币)收益率*10%,L,混合型,契约型开放式,,20211214,20211214,O
3906,011428.OF,广发价值驱动C,广发基金,浦发银行,混合型,20210915,,,20210713,,0.8643,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*80%+中债-新综合财富(总值)指数收益率*20%,L,混合型,契约型开放式,,20211115,20211115,O
3907,011427.OF,广发价值驱动A,广发基金,浦发银行,混合型,20210915,,,20210713,,4.7274,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*80%+中债-新综合财富(总值)指数收益率*20%,L,混合型,契约型开放式,,20211115,20211115,O
3908,013395.OF,华夏新能源车龙头A,华夏基金,招商银行,混合型,20210915,,,20210823,,0.762,1.5,0.25,,1.0,0.0001,,中证新能源汽车产业指数收益率*60%+中证港股通综合指数收益率*20%+中债综合(全价)指数收益率*20%,L,混合型,契约型开放式,,20211014,20211014,O
3909,012468.OF,中银证券安灏A,中银证券,杭州银行,债券型,20210915,,,20210906,,0.6002,0.3,0.05,,1.0,0.001,,中债综合全价指数收益率,L,债券型,契约型开放式,,20210922,20210922,O
3910,012777.OF,华夏聚鑫优选六个月持有期C,华夏基金,招商银行,混合型,20210915,,,20210903,,11.3764,0.6,0.2,,1.0,0.0001,,中债综合(全价)指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20211018,,O
3911,013138.OF,上银中债5-10年国开债,上银基金,中国邮政储蓄银行,债券型,20210915,,,20210730,,44.0,0.15,0.05,,1.0,0.0001,,中债5-10年国开行债券全价指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20210923,20210923,O
3912,012776.OF,华夏聚鑫优选六个月持有期A,华夏基金,招商银行,混合型,20210915,,,20210903,,23.8155,0.6,0.2,,1.0,0.0001,,中债综合(全价)指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20211018,,O
3913,012888.OF,工银瑞信兴瑞一年持有A,工银瑞信基金,兴业银行,混合型,20210915,,,20210827,,23.6121,1.5,0.25,,1.0,0.0001,,中证700指数收益率*75%+中债综合财富(总值)指数收益率*20%+恒生指数收益率(经汇率调整)*5%,L,混合型,契约型开放式,,20211103,20220916,O
3914,517030.SH,沪港深300ETF基金,易方达基金,中国银行,股票型,20210915,,20210927,20210723,,2.0104,0.15,0.05,,1.0,0.1,,中证沪港深300指数收益率,L,被动指数型,契约型开放式,,20210927,20210927,E
3915,970054.OF,信达添利三个月持有,信达证券,招商银行,债券型,20210915,,,20210915,,,0.7,0.15,,1.0,,,中债综合财富(总值)指数收益率*90%+沪深300指数收益率*10%,L,债券型,契约型开放式,,20210922,20210922,O
3916,011662.OF,华富中债1-3年国开债C,华富基金,中国邮政储蓄银行,债券型,20210915,,,20210802,,0.0,0.15,0.05,,1.0,0.001,,中债-1-3年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20211025,20211025,O
3917,012469.OF,中银证券安灏C,中银证券,杭州银行,债券型,20210915,,,20210906,,1.4,0.3,0.05,,1.0,0.001,,中债综合全价指数收益率,L,债券型,契约型开放式,,20210922,20210922,O
3918,012889.OF,工银瑞信兴瑞一年持有C,工银瑞信基金,兴业银行,混合型,20210915,,,20210827,,2.5934,1.5,0.25,,1.0,0.0001,,中证700指数收益率*75%+中债综合财富(总值)指数收益率*20%+恒生指数收益率(经汇率调整)*5%,L,混合型,契约型开放式,,20211103,20220916,O
3919,013600.OF,九泰锐富事件驱动C,九泰基金,中国工商银行,混合型,20210915,,,,,,1.5,0.25,,1.0,,,沪深300指数收益率*60%+中国债券总指数收益率*40%,L,混合型,契约型开放式,,20210915,20210915,O
3920,159792.SZ,港股通互联网ETF,富国基金,中国银行,股票型,20210915,,20210928,20210823,,2.4586,0.5,0.1,,1.0,0.1,,中证港股通互联网指数收益率,L,被动指数型,契约型开放式,,20210928,20210928,E
3921,013595.OF,永赢稳健增利18个月持有E,永赢基金,中信银行,混合型,20210915,,,,,,0.4,0.05,,1.0,,,中债-综合指数(全价)收益率*85%+沪深300指数收益率*15%,L,混合型,契约型开放式,,20210915,20220726,O
3922,562800.SH,稀有金属ETF,嘉实基金,中国银河,股票型,20210915,,20210927,20210906,,6.0615,0.5,0.1,,1.0,0.1,,中证稀有金属主题指数收益率,L,被动指数型,契约型开放式,,20210927,20210927,E
3923,013115.OF,鑫元金融债3个月定开,鑫元基金,兴业银行,债券型,20210915,,,20210907,,11.0001,0.3,0.1,,1.0,0.001,,中债-金融债券总全价(总值)指数收益率,L,债券型,契约型开放式,,20211215,20211215,O
3924,013546.OF,财通资管鸿享30天滚动持有A,财通证券资管,中国光大银行,债券型,20210915,,,20210913,,0.1343,0.3,0.05,,1.0,0.0001,,中债综合财富(1年以下)指数收益率*60%+中债综合财富(1-3年)指数收益率*30%+一年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20211015,20211015,O
3925,159717.SZ,ESGETF,鹏华基金,华泰证券,股票型,20210915,,20210929,20210830,,3.6037,0.5,0.1,,1.0,0.1,,国证ESG300指数收益率,L,被动指数型,契约型开放式,,20210929,20210929,E
3926,011771.OF,国寿安保稳隆A,国寿安保基金,中国农业银行,混合型,20210915,,,20210719,,4.3003,0.6,0.1,,1.0,0.001,,中债综合指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率*5%,L,混合型,契约型开放式,,20210922,20210922,O
3927,011772.OF,国寿安保稳隆C,国寿安保基金,中国农业银行,混合型,20210915,,,20210719,,2.0001,0.6,0.1,,1.0,0.001,,中债综合指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率*5%,L,混合型,契约型开放式,,20210922,20210922,O
3928,011661.OF,华富中债1-3年国开债A,华富基金,中国邮政储蓄银行,债券型,20210915,,,20210802,,5.5,0.15,0.05,,1.0,0.001,,中债-1-3年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20211025,20211025,O
3929,013547.OF,财通资管鸿享30天滚动持有C,财通证券资管,中国光大银行,债券型,20210915,,,20210913,,0.0139,0.3,0.05,,1.0,0.0001,,中债综合财富(1年以下)指数收益率*60%+中债综合财富(1-3年)指数收益率*30%+一年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20211015,20211015,O
3930,011749.OF,华泰柏瑞景气成长C,华泰柏瑞基金,中国银行,混合型,20210915,,,20210806,,0.183,1.5,0.25,,1.0,0.001,,中证800指数收益率*70%+银行活期存款利率(税后)*20%+中证港股通综合指数(人民币)收益率*10%,L,混合型,契约型开放式,,20211214,20211214,O
3931,013396.OF,华夏新能源车龙头C,华夏基金,招商银行,混合型,20210915,,,20210823,,0.3943,1.5,0.25,,1.0,0.0001,,中证新能源汽车产业指数收益率*60%+中证港股通综合指数收益率*20%+中债综合(全价)指数收益率*20%,L,混合型,契约型开放式,,20211014,20211014,O
3932,159733.SZ,消费电子50ETF,景顺长城基金,招商银行,股票型,20210915,,20210929,20210906,,4.4716,0.5,0.1,,1.0,0.1,,中证消费电子主题指数收益率,L,被动指数型,契约型开放式,,20210929,20210929,E
3933,011481.OF,广发瑞锦一年定开,广发基金,华夏银行,混合型,20210915,,,20210722,,4.1784,1.0,0.1,,1.0,0.0001,,沪深300指数收益率*65%+%+中证全债指数收益率*20%+人民币计价的恒生指数收益率*15%,L,混合型,契约型开放式,,20220915,20220915,O
3934,970064.OF,长城证券三个月滚动持有A,长城证券,中国工商银行,债券型,20210914,,,,,,0.3,0.1,,1.0,,,中债新综合财富(1年以下)指数收益率*60%+中债新综合财富(1-3年)指数收益率*30%+一年期定期存款利率*10%,L,债券型,契约型开放式,,20210914,20210915,O
3935,970066.OF,长城证券三个月滚动持有C,长城证券,中国工商银行,债券型,20210914,,,,,,0.3,0.1,,1.0,,,中债新综合财富(1年以下)指数收益率*60%+中债新综合财富(1-3年)指数收益率*30%+一年期定期存款利率*10%,L,债券型,契约型开放式,,20210914,20210915,O
3936,013148.OF,汇添富碳中和主题C,汇添富基金,中国工商银行,混合型,20210914,,,20210830,,7.4726,1.5,0.25,,1.0,0.001,,中证内地低碳经济主题指数收益率*70%+中债综合指数收益率*30%,L,混合型,契约型开放式,,20211213,20211213,O
3937,970065.OF,长城证券三个月滚动持有B,长城证券,中国工商银行,债券型,20210914,,,20210914,,,0.3,0.1,,1.0,,,中债新综合财富(1年以下)指数收益率*60%+中债新综合财富(1-3年)指数收益率*30%+一年期定期存款利率*10%,L,债券型,契约型开放式,,,20210915,O
3938,013147.OF,汇添富碳中和主题A,汇添富基金,中国工商银行,混合型,20210914,,,20210830,,36.8123,1.5,0.25,,1.0,0.001,,中证内地低碳经济主题指数收益率*70%+中债综合指数收益率*30%,L,混合型,契约型开放式,,20211213,20211213,O
3939,011555.OF,海富通欣利C,海富通基金,华夏银行,混合型,20210914,,,20210723,,1.0122,0.6,0.1,,1.0,0.001,,中证综合债指数收益率*75%+沪深300指数收益率*20%+恒生指数收益率(经汇率调整)*5%,L,混合型,契约型开放式,,20210922,20210922,O
3940,012972.OF,东吴消费成长C,东吴基金,交通银行,混合型,20210914,,,20210816,,0.6195,1.5,0.25,,1.0,0.0001,,中证内地消费主题指数收益率*70%+中债综合指数(全价)收益率*20%+恒生指数收益率*10%,L,混合型,契约型开放式,,20211213,20211213,O
3941,013207.OF,万家稳鑫30天滚动持有A,万家基金,中国邮政储蓄银行,债券型,20210914,,,20210823,,4.5627,0.2,0.05,,1.0,0.0001,,中债综合财富(1年以下)指数收益率*80%+一年期定期存款基准利率(税后)*20%,L,债券型,契约型开放式,,20210917,20211014,O
3942,013171.OF,华夏恒生互联网科技业ETF联接A,华夏基金,中国建设银行,股票型,20210914,,,20210823,,0.4411,0.5,0.15,,1.0,0.0001,,经人民币汇率调整的恒生互联网科技业指数收益率*95%+人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20210923,20210923,O
3943,011872.OF,中邮悦享6个月持有A,中邮基金,中国邮政储蓄银行,混合型,20210914,,,20210902,,48.1975,0.8,0.2,,1.0,0.0001,,中债综合指数收益率*80%+沪深300指数收益率*15%+恒生综合指数收益率(经汇率估值调整)*5%,L,混合型,契约型开放式,,20210928,20220314,O
3944,011554.OF,海富通欣利A,海富通基金,华夏银行,混合型,20210914,,,20210723,,1.2041,0.6,0.1,,1.0,0.001,,中证综合债指数收益率*75%+沪深300指数收益率*20%+恒生指数收益率(经汇率调整)*5%,L,混合型,契约型开放式,,20210922,20210922,O
3945,013172.OF,华夏恒生互联网科技业ETF联接C,华夏基金,中国建设银行,股票型,20210914,,,20210823,,0.172,0.5,0.15,,1.0,0.0001,,经人民币汇率调整的恒生互联网科技业指数收益率*95%+人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20210923,20210923,O
3946,012953.OF,华泰柏瑞恒利A,华泰柏瑞基金,兴业银行,混合型,20210914,,,20210906,,1.7001,0.6,0.1,,1.0,0.0001,,上证国债指数收益率*80%+沪深300指数收益率*15%+中证港股通综合指数(人民币)收益率*5%,L,混合型,契约型开放式,,20210917,20210917,O
3947,011873.OF,中邮悦享6个月持有C,中邮基金,中国邮政储蓄银行,混合型,20210914,,,20210902,,0.3425,0.8,0.2,,1.0,0.0001,,中债综合指数收益率*80%+沪深300指数收益率*15%+恒生综合指数收益率(经汇率估值调整)*5%,L,混合型,契约型开放式,,20210928,20220314,O
3948,012954.OF,华泰柏瑞恒利C,华泰柏瑞基金,兴业银行,混合型,20210914,,,20210906,,0.7001,0.6,0.1,,1.0,0.0001,,上证国债指数收益率*80%+沪深300指数收益率*15%+中证港股通综合指数(人民币)收益率*5%,L,混合型,契约型开放式,,20210917,20210917,O
3949,013208.OF,万家稳鑫30天滚动持有C,万家基金,中国邮政储蓄银行,债券型,20210914,,,20210823,,0.547,0.2,0.05,,1.0,0.0001,,中债综合财富(1年以下)指数收益率*80%+一年期定期存款基准利率(税后)*20%,L,债券型,契约型开放式,,20210917,20211014,O
3950,012971.OF,东吴消费成长A,东吴基金,交通银行,混合型,20210914,,,20210816,,1.5372,1.5,0.25,,1.0,0.0001,,中证内地消费主题指数收益率*70%+中债综合指数(全价)收益率*20%+恒生指数收益率*10%,L,混合型,契约型开放式,,20211213,20211213,O
3951,011789.OF,工银聚益C,工银瑞信基金,华夏银行,混合型,20210913,,,20210825,,0.0004,0.5,0.1,,1.0,0.0001,,中债综合财富(总值)指数收益率*70%+沪深300指数收益率*25%+恒生指数收益率(经汇率调整)*5%,L,混合型,契约型开放式,,20210929,20210929,O
3952,012406.OF,永赢长远价值A,永赢基金,交通银行,混合型,20210913,,,20210906,,72.3512,1.5,0.25,,1.0,0.001,,沪深300指数收益率*75%+中债-综合全价(总值)指数收益率*20%+恒生指数收益率(按估值汇率折算)*5%,L,混合型,契约型开放式,,20211210,20211210,O
3953,013189.OF,嘉实稳健添利一年持有,嘉实基金,华夏银行,混合型,20210913,,,20210908,,40.4515,0.6,0.2,,1.0,0.0001,,中债综合财富指数收益率*80%+中证800指数收益率*15%+恒生指数收益率(人民币计价)*5%,L,混合型,契约型开放式,,20211210,20220913,O
